x	y
0.642335087727863	0.107252499831718
0.639046197403132	0.0892791915303731
0.639351191355988	0.101084859114027
0.634219140546751	0.0847682812728816
0.637678981782183	0.0946477745846704
0.643478190222869	0.0800551009840636
0.639191525173817	0.0986599479335081
0.63907561461328	0.118219558478796
0.641049903795581	0.0799094067552942
0.64388926738295	0.0807163862510446
0.643749180840659	0.0977114878765322
0.638318488280339	0.0757391791838152
0.640968399352628	0.0829302816723053
0.640064488743574	0.0817184128850695
0.639559694032877	0.107578185129514
0.642544070315675	0.0824568885535549
0.639409048934257	0.0773383506245667
0.644263900205858	0.0867203239709338
0.645863070365188	0.0821916580779863
0.64111090950017	0.0916084813878331
0.640637131676846	0.106599973228725
0.644210288054233	0.117108050065188
0.635619058644457	0.0862429118734233
0.640090001107926	0.0578790203280253
0.635304564218599	0.098397021706674
0.650058158976136	0.0955057473773645
0.645641901946395	0.107949228551865
0.641185428500298	0.0974788493512063
0.636006503461633	0.0851465644260324
0.633323581002205	0.117599576769206
0.638325061940974	0.0698267536270377
0.636961962522415	0.112791987683782
0.636128349293599	0.0969751342718207
0.641256233159533	0.0972980884145449
0.643361150141611	0.129031861808823
0.640942408969045	0.169897623659811
0.633268614014292	0.124206063488317
0.637253631653784	0.0817415989523204
0.648303032730937	0.104573846628325
0.636402506134026	0.0812503856013576
0.635106415157422	0.0850101216867789
0.630277238044547	0.0881222895904242
0.644217048824528	0.0773885520515012
0.640593872312494	0.0954709189042756
0.636572662987994	0.100069595164295
0.63794255863545	0.0971543589830014
0.637336852460671	0.0860974693612619
0.648031616020737	0.0975985440570727
0.646953371556697	0.120261941046001
0.640993327428008	0.209956157681132
0.648904805404677	0.149339585869649
0.637939314451795	0.0764261747428818
0.640165267361511	0.091899692305672
0.641625647436725	0.111320559401042
0.633909231008715	0.154450319234181
0.63638021946532	0.104565825344601
0.641562122496614	0.0838990607857016
0.634338512546813	0.0972672158690161
0.643519653023975	0.10406085567757
0.641727687791064	0.117016831154656
0.635624879189517	0.0852699766037155
0.643250603509405	0.08724678844212
0.640993179023861	0.0847930797921773
0.631998688589055	0.0890144096031108
0.63725357252747	0.0713469823674456
0.648772998227279	0.0888105300916475
0.633587756006461	0.0951574289991463
0.64411808500994	0.0913978137681875
0.639300245062089	0.0888264236544131
