x	y	clickSelects
0.60053513195632	0.603879527887822	A2LD1
0.607578271829829	0.686234209223253	AGAP7
0.605599315072787	0.6490872035736	ANXA9
0.590006233410827	0.618389874947337	ATP6V1E2
0.598371924964225	0.641735866379346	BBS12
0.607236189646246	0.791973332950919	BBS5
0.592720668851955	0.662141790903526	BOLA1
0.579252348699821	0.657108735906991	BOLA3
0.606658797750056	0.6612434966617	C11orf67
0.623219984052644	0.676459717241037	C15orf27
0.608560954616908	0.644549181987848	C15orf58
0.5801064284994	0.622537883724735	C17orf58
0.619711574906493	0.655669404776026	C1orf56
0.584621363847714	0.680351819211602	C1orf89
0.611750563367659	0.6168062608218	C1orf97
0.58172701572966	0.636095799801497	C20orf196
0.601521969709758	0.686248764667161	C22orf23
0.600930149291439	0.676633294172914	C3orf18
0.597461193870107	0.741085321260827	C3orf33
0.594810966441428	0.684740079633838	CBX8
0.600510507039891	0.652499264242233	CDKL3
0.605302193423525	0.694917610101732	COQ3
0.581138919196973	0.674846006790044	DPCD
0.604715659368521	0.550209761617388	DPRXP4
0.587476495703236	0.64668240847878	EDARADD
0.61864986682439	0.690589369406202	EFNA3
0.601657520370597	0.619959364684338	EFNA4
0.602081484820632	0.706059698017339	EID2B
0.584745863377575	0.65821830950456	ELL3
0.591841831636618	0.702478585102092	FAM7A2
0.605435371148212	0.661345485615241	FGFBP3
0.614399083404119	0.639933071671005	FGGY
0.613823069860289	0.654511439085571	FKBPL
0.583498582416143	0.591267597071126	HCG27
0.594580361566067	0.695370321125565	HHLA3
0.597558483639996	0.602292747875217	HSPA1L
0.617850350657579	0.748095687534075	IMMP2L
0.595351490356485	0.699667305133132	KBTBD3
0.603589561712888	0.699437508482102	KILLIN
0.589446358333752	0.611821786218677	LETM2
0.605615916614491	0.71507433363649	LOC100131691
0.584699754356135	0.71009149357038	LOC285359
0.621829603988038	0.737404513066017	LOC348926
0.60879121627119	0.72028085996687	LOC401052
0.598270828138309	0.605600020961138	LOC407835
0.596809839649698	0.631063740390113	LOC728640
0.580766601989143	0.677272857064447	LOC80054
0.609534501890258	0.608331114634323	LY6G5C
0.576742583961892	0.630872428130995	MED31
0.586974360712622	0.648443238924542	MGC12982
0.600223928486773	0.576173772100277	MGC16275
0.594134339731015	0.620063592070938	MGC72080
0.61800418600958	0.669677115713073	MORN2
0.591560504264956	0.64454878533433	MPZ
0.600277239841713	0.712490135173328	MTCP1
0.602187387096097	0.634886715982082	NCRNA00107
0.58008540000034	0.673515246024941	NDUFAF2
0.604309081288263	0.673400309226374	NUDT6
0.594225912690837	0.64283343685946	OTUB2
0.607081344322438	0.748673548896584	PARD6B
0.580243260629527	0.63110822898004	PEX7
0.585451581550895	0.667766484510959	RPL13AP20
0.601535358166833	0.585379892531292	RPL13P5
0.587447174531644	0.646454769001213	RPL19P12
0.595013092381872	0.707898957511836	SCARNA2
0.576977337615682	0.62698978104065	SNAPC5
0.597049603137142	0.651828582062574	SNORA7B
0.586704210459247	0.638102564857101	STOML1
0.602655326662531	0.709265977601566	TCTE3
0.613937160308549	0.647657969895202	TP53TG1
0.610523241583294	0.749652316485086	TRIM16L
0.593575803772751	0.663741507537727	ZNF575
