x	y
0.481992361675905	0.690317465418429
0.488540550198657	0.681027684097553
0.488455037851316	0.462048889502175
0.462776535650247	0.476593826250987
0.563509833067208	0.538574987785566
0.525878060287159	0.54094348404965
0.424530513052117	0.689875564955586
0.549904881229376	0.628650489489
0.460025017875842	0.515005239091293
0.595014927801054	0.719788464643613
0.539708949523282	0.608811696793608
0.515371737748176	0.470876133539202
0.576258859229746	0.596888152070853
0.477194465571318	0.635518172325549
0.482214357110271	0.648811829608211
