x	y
0.356674778315506	0.511900995553188
0.386583899140766	0.512861893442483
0.411047574387719	0.4651805377858
0.375502660898433	0.505720064228867
0.397173667377918	0.535240994804111
0.38129905153225	0.502492805312689
0.43616207439943	0.532903433783062
0.372421364925414	0.552142990093908
0.357987668774379	0.530789491629943
0.412049783918165	0.608373509454679
0.446566772803452	0.489584228014524
0.418711818878544	0.412379719786369
0.417817873976335	0.50489933263968
0.408506642659692	0.49421886202078
0.402498031270568	0.409090493570589
0.349779185838614	0.578370120875623
0.433363978683384	0.407952828331985
0.418619763002812	0.465039350319191
0.388208096542479	0.449905419542654
0.398920909052433	0.440361268484226
0.423981877344042	0.455239752190142
0.379937513234775	0.476753283413215
0.411963495137658	0.563868909822616
0.381910909843033	0.515617930401519
