x	y
0.566606576845324	0.12730727800108
0.566633164093125	0.0978190187759771
0.574888207232712	0.108027973369209
0.561447868288409	0.106087566409983
0.572309120136811	0.142098062407696
0.575974636231491	0.156808706592627
0.565777465708112	0.140495595696849
0.569307490998546	0.108631576064057
0.566289770590377	0.164302844842006
0.566345035530343	0.159948094953371
0.564528097767121	0.193280704463009
0.580246741543592	0.116465812978065
0.572808178940252	0.101788672390594
0.575849170307996	0.109561392806976
0.559352873160622	0.139150220920027
0.577345746812893	0.191623148127981
0.565344942765031	0.0956691698736438
0.581817901190186	0.153939752074807
0.570896671134546	0.104630033566925
0.575689393893435	0.109396698270778
0.578193429197401	0.119489604188944
0.577897132060762	0.130925218298208
0.580459307321922	0.153693372545779
0.575273485566634	0.155330889122919
0.573709863607985	0.129754636024609
0.576560097791943	0.14498467656646
0.572428295474517	0.170512928341332
0.555969050495492	0.140409219398844
0.569197316425468	0.091003690685038
0.579972347123197	0.160538502681815
0.576341617670642	0.0929247088174877
0.549785324576548	0.22483363752461
0.557830399542819	0.287417649537496
0.575634150201182	0.128635788407003
0.565041240863314	0.10770044879353
0.563702322960507	0.186721936263893
0.568483043590817	0.161743820179092
0.572618493615149	0.109954970901085
0.559702114935815	0.204505055291144
0.559984741998171	0.204894451208637
0.567856073859714	0.107955590338326
0.577141588979404	0.22654022777157
0.568719523282789	0.121033061880814
0.572287675436106	0.150220739255123
0.569771172625766	0.102801582177738
0.57518801627427	0.09597573784154
0.577261874251647	0.0989053349102363
0.567960459759069	0.140289251456814
0.567988206563879	0.207699829703538
0.56955369584329	0.173446040244605
0.565664553808344	0.10071521018652
0.573338338245338	0.109792286515085
0.569049173895257	0.171492847673225
0.574947144246232	0.132756656010477
0.576886901560345	0.154186929595843
0.577022199956523	0.12937819264967
0.569761214692753	0.169262706170483
0.576816754217643	0.138312226226836
