x	y
0.506674887327266	0.267049815314256
0.467080665299763	0.356037789069946
0.515437927426618	0.235665271106177
0.491543650767974	0.183970760486809
0.497924032609697	0.24041216719196
0.489595157724883	0.273685874565901
0.473873316611266	0.373249029771187
0.468849376090885	0.219427620286827
0.460809618823786	0.334868281018284
0.499533348338517	0.348124790965387
0.465917733652921	0.382546849390732
0.489293387754414	0.310925620348446
0.509507225714754	0.192661404878579
0.447333021816909	0.422635345671837
0.506373552519265	0.448741681630203
0.445376547736892	0.310566651167743
0.513547720442618	0.293085477236106
0.481899950640043	0.40361704209884
0.506607034335728	0.248833698331392
0.477715308668528	0.325328787093833
0.473395414959241	0.418531317146216
0.502027724575567	0.26858062411108
0.498412399702718	0.289880599476686
0.477274031535769	0.21257368208293
0.469397867771779	0.217553620179853
