x	y	clickSelects
0.292402004867656	0.344546912267773	ABL1
0.278103588749637	0.375492554426417	AKT1
0.278200891275699	0.367503854883013	AKT2
0.286307495521182	0.381876412695545	AMPD2
0.289729582561546	0.348820077537555	ANKRD10
0.28671899479417	0.403947693021757	ANKRD13D
0.287050392960697	0.36370271300551	ANKRD52
0.279090628707946	0.391359821486625	ANXA11
0.291397785257859	0.386463856733791	APH1A
0.293898911587886	0.379325451688089	ARFGAP2
0.284921837300547	0.353244636907318	ARFGEF2
0.28654679279335	0.396253867287106	ARHGAP17
0.28883559960832	0.376992420878716	ARHGAP25
0.296643749389974	0.360867789449794	ARHGEF7
0.282961841085585	0.357912942314348	ARIH1
0.290709407094161	0.378532196652489	ATP13A1
0.283647331603595	0.368594504851585	ATP5C1
0.272840132111977	0.380565366718648	ATP6AP1
0.295716510778276	0.378235028708273	AUP1
0.283899234190313	0.351067800438069	BSDC1
0.294458384768161	0.366296503843363	BTBD2
0.275742943459234	0.307875111056607	BZRAP1
0.293280359299005	0.369567698457424	C11orf2
0.281046346876815	0.362877767725048	C13orf23
0.297321083769315	0.345763660889142	C16orf58
0.281539880529321	0.384884176199944	C19orf6
0.291966374871331	0.387789961473965	C22orf13
0.292898620935852	0.374537762242444	C6orf106
0.297209629081117	0.347631623715041	C6orf48
0.296127201064747	0.374801284460559	C9orf86
0.296747251515589	0.357142255309041	CALCOCO1
0.281799188490968	0.358283707883999	CASC3
0.293235365626871	0.351367749837312	CASP8
0.28625571068956	0.393833426289175	CD63
0.278475974666779	0.322671825911571	CD99
0.281215230672124	0.386744297979499	CDC37
0.270275388587559	0.368886341110509	CDK5RAP3
0.295088973077645	0.334084970835635	CEBPA
0.289298406617154	0.370716170948462	CERK
0.281152210681419	0.394621277937878	CIC
0.280593413872543	0.364173107706764	CIZ1
0.289449475306347	0.346981131693492	CLNS1A
0.289803484464054	0.356314718211989	CNOT2
0.291749271709532	0.352078825230543	CNOT8
0.292590877764627	0.35422658458258	COMT
0.293092641000016	0.377861201342863	COPG
0.283094397962726	0.391990389835786	COX4I1
0.276927107137337	0.359799629904484	CPNE1
0.267515805882584	0.376133898990817	CPSF1
0.282334532381963	0.355313465602906	CRAMP1L
0.279357133489945	0.377105723753439	CSNK1D
0.295973438344995	0.380776829698628	CSNK2B
0.282208313546075	0.371160222647713	CTBP1
0.30088619810272	0.354939468317553	CUL9
0.285897465898692	0.400130917383935	CYB5R3
0.297223751108715	0.391740940377155	DAP
0.28109795955643	0.367043722495819	DCAF5
0.284502645873044	0.376896708949044	DDX24
0.28562379707605	0.394584143022681	DGKD
0.295522327626749	0.36736263049735	DLST
0.284332738223323	0.364468898705704	DNAH1
0.274470528059335	0.373749497316976	DOT1L
0.294509118465275	0.379965459368818	DULLARD
0.288068236864824	0.382914931536958	DUSP3
0.296186740942844	0.374368920521528	DVL3
0.284044340749176	0.375035183929042	EDC4
0.284746528968379	0.357114229779494	EHMT1
0.285655009166572	0.353887628981978	EHMT2
