x	y	clickSelects
0.381057231583229	0.37143253333148	AAGAB
0.364878441331961	0.348291138741007	ABHD10
0.366880369169971	0.366603238691294	ABHD13
0.368538834143726	0.403355847462754	ACAT1
0.366095807078107	0.365135186789821	ACBD5
0.362721735532914	0.389233877311126	ACSL3
0.381908447926665	0.365200375423355	ACTR10
0.365318722284322	0.346392602890525	APH1B
0.36439068103389	0.347504822065852	ARL1
0.370177927225392	0.347223622996409	ARRDC3
0.36423451987447	0.365407114395781	ASB8
0.366135832190046	0.352187453116202	ASNSD1
0.381748830446264	0.346433136388388	ATG12
0.37802640955374	0.368541380637446	ATG5
0.371395341282873	0.374599294767374	ATP6V1H
0.368137099360915	0.370324227887917	ATPAF1
0.374569140490405	0.337361492597758	BBS2
0.366585068807428	0.370987075116066	C10orf118
0.371213056677436	0.37213031615989	C19orf42
0.371284538813064	0.364617952315357	C3orf1
0.378782063248059	0.36754435365975	C3orf38
0.374575042254422	0.412189813331264	C3orf58
0.380061683708499	0.364413902982717	C7orf28A
0.365698681208357	0.377939810917808	CBWD2
0.363324514834742	0.374776631965663	CHMP5
0.365979272946527	0.34918393992099	CHPT1
0.367319334192298	0.384825308773995	CHUK
0.372051547194261	0.353505167298067	CNOT4
0.380232873195045	0.358376478472923	COMMD2
0.36883965514525	0.36481213148666	COPS4
0.377660940636428	0.364037835441537	COPS8
0.363467280943061	0.357601572624362	CRNKL1
0.368454719214076	0.372349742840704	CUL2
0.365169603981198	0.37956803594106	CYB5R4
0.376715941162004	0.389388173555542	DECR1
0.370525539726938	0.351063887010935	DHX57
0.369305570301875	0.372951549404647	EAF2
0.366847357406826	0.366622461636706	EFHA1
0.373945513316568	0.365483010234601	ENOPH1
0.378125143863588	0.37052651530341	EXOC8
0.365240727410636	0.381214018816738	FAM117B
0.373381111632861	0.377614611688799	FAM120AOS
0.370359072555777	0.402977064900592	FAM126A
0.37496508501225	0.369900506489526	FAM21A
0.367019235599121	0.358630317263423	FAM82B
0.368506420471172	0.38096147499961	FAM96A
0.378253516224061	0.370140848144277	FBXO33
0.365365524925385	0.373094295187444	FBXW7
0.367760128459484	0.377960396634973	FH
0.377580866139745	0.376503341574339	FIG4
0.364591996424844	0.35718081313867	FKBP3
0.372141090572482	0.373968521162128	GABARAPL2
0.371594044119048	0.365550456120699	GALNT11
0.369864195093276	0.375363626506277	GALNT6
0.371704307012263	0.351008141431926	GGPS1
0.364942163279511	0.361055674363501	GLOD4
0.373959628452228	0.358479273329846	GOLT1B
0.377422522564468	0.416648289361448	HIGD1A
0.369179510640825	0.380345702865106	HN1
0.36447314345663	0.36185292204879	HPRT1
0.369213712376156	0.353226496598015	ITFG1
0.364229911330986	0.371597780951865	KCTD10
0.371052804410096	0.378465128876356	KIF3B
0.371206246752593	0.374050726447805	KLHL8
0.364109931513676	0.350152894065613	LEPROT
0.376176173310346	0.389608590507404	LMBRD1
0.36860763569259	0.370238451824517	LOC493754
0.375912367588769	0.344884704293418	LYRM2
0.373962885661994	0.335710361078688	MAP7D3
0.370435528837778	0.372690424675099	MAPKSP1
0.377525806889235	0.37220862961814	MBOAT1
0.368654569952355	0.366676429550627	MED4
0.373146037206687	0.359719357685258	MEMO1
0.359109645603139	0.368012650042043	MOBKL3
0.371714357543846	0.35313939961181	MRFAP1L1
0.369649859199924	0.343487480042302	MRPL30
0.364906804732969	0.363782054507324	MRPS10
0.376534488896747	0.36336107512758	MRPS35
0.37322525831578	0.34751245854618	MTIF2
0.369308885528125	0.375810024551943	MTO1
0.372073269428407	0.369386634866672	MYCBP
0.374467340949875	0.368669834954552	NCK1
0.368754145317007	0.360292257701425	NDUFB5
0.372634941413934	0.367414398883488	NOL10
0.369460903326239	0.358028980828545	NR1D2
0.377597401606671	0.352982934530534	NT5C3
0.373751036112338	0.371121663053805	NUDT4
0.376876335806564	0.386529559908173	OSTM1
0.360405413918236	0.357597403999548	P4HA1
0.373685660804202	0.37275668611694	PAFAH1B2
0.381116936128999	0.388140733933362	PDCD10
0.359228233142506	0.373147781089753	PDE12
0.359690930476275	0.361421640976712	PDHB
0.366762710123842	0.404581388035928	PDLIM5
0.363649672204658	0.348156691192115	PGRMC2
0.365723579658083	0.368316118430805	PLAA
0.370565520186031	0.36706511052155	POU2F1
0.370394076496219	0.372746641367756	PPP2CB
0.36781913460997	0.372763026089613	PPP2R3C
0.374246792198117	0.371027061789611	PRKAG1
0.36260003120854	0.375903132602513	PRKAG2
0.370852589352515	0.376125860796335	PSMA3
0.371304882122428	0.364533822320636	PSMD14
0.375021026299574	0.351446296542088	QTRTD1
0.366993515958	0.371695557826284	RAB12
0.360580100337316	0.363277782014987	RAB22A
0.373309341594789	0.37026674727981	RABGEF1
0.373706642528986	0.337903379157687	RALGAPA1
0.372456991754258	0.36833756200851	RBM18
0.370749937804812	0.358363497020729	RNF115
0.3788822783644	0.349699558418217	RNFT1
0.368012672421049	0.358237180713433	RNGTT
0.376965618230267	0.373445211590962	RPF1
0.368069210608119	0.360175182482917	RPS27L
0.371706763071286	0.37646064857405	RRAGA
0.371115263587824	0.363494713233231	RTCD1
0.372409190180754	0.349972487246689	RUNDC1
0.370792161897295	0.361239413316713	SARNP
0.379482699437675	0.364956901098637	SLC25A20
0.367760214671536	0.369610328309431	SMNDC1
0.36829970172894	0.354312085536359	SRBD1
0.363179477810987	0.375599532912575	SRI
0.364509306794276	0.356681240399174	STAMBP
0.382698664226978	0.367128975293125	SUGT1
0.369988794624462	0.369070631584467	SYS1
0.37633468052524	0.373503415956494	TAF3
0.367560571907357	0.388607403344257	TBK1
0.377802645537476	0.368486779240633	TDP2
0.376861807268028	0.360590431868424	THOC7
0.367234688906123	0.345672161226664	TMEM168
0.372118645472704	0.358448577693355	TMEM85
0.374306589276796	0.392890992536027	TMEM9B
0.37419747365724	0.364230446464066	TPRG1L
0.374843249702852	0.375877163348298	TRAPPC3
0.371484975009515	0.352125842392488	TRMT2B
0.375451327762748	0.365864001217385	TTC1
0.373492799938973	0.341072086238053	TYW1
0.366732669700866	0.353061595284628	UBE2B
